"DATE"	"PAYEE"	"EXPENDITURE CODE"	"DESCRIPTION"	"AMOUNT"
"02/07/2018"	"BELL, MCANDREWS & HILTACHK, LLP"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$1,112.82"
"02/27/2018"	"GILLIARD BLANNING & ASSOCIATES, INC."	"INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)"	""	"$966.00"
"10/17/2017"	"UNITED STATES TREASURY"	"OFFICE EXPENSES"	""	"$850.00"
"03/02/2018"	"CAMPAIGN SOLUTIONS"	"OFFICE EXPENSES"	""	"$770.54"
"02/27/2018"	"GILLIARD BLANNING & ASSOCIATES, INC."	""	"OFC, WEB"	"$715.75"
"10/30/2017"	"THE MONACO GROUP"	"CAMPAIGN LITERATURE AND MAILINGS"	""	"$470.24"
"04/04/2018"	"CAMPAIGN SOLUTIONS"	"OFFICE EXPENSES"	""	"$220.14"
"04/24/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$198.50"
"02/27/2018"	"GILLIARD BLANNING & ASSOCIATES, INC."	"INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)"	""	"$112.00"
"02/28/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$45.50"
"02/01/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$33.00"
"05/03/2018"	"CAMPAIGN SOLUTIONS"	"OFFICE EXPENSES"	""	"$29.16"
"04/18/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$23.00"
"02/12/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$11.26"
"02/09/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$7.00"
"03/28/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$5.00"
"03/29/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$5.00"
"02/07/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$4.26"
"03/30/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$3.48"
"03/05/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$2.75"
"03/12/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$2.75"
"02/13/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$2.13"
"01/17/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$2.13"
"02/08/2018"	"EFUNDRAISING CONNECTIONS"	"OFFICE EXPENSES"	""	"$2.13"
