"DATE"	"PAYEE"	"EXPENDITURE CODE"	"DESCRIPTION"	"AMOUNT"
"06/22/2018"	"SUTTON LAW FIRM"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$2,414.15"
"05/10/2018"	"DEANE & COMPANY"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$2,055.55"
"06/14/2018"	"DEANE & COMPANY"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$2,052.28"
"03/12/2018"	"DEANE & COMPANY"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$2,039.15"
"03/19/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"CAMPAIGN PARAPHERNALIA/MISCELLANEOUS"	""	"$1,521.80"
"04/09/2018"	"KMA CONSULTING"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$856.42"
"03/19/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$817.83"
"04/04/2018"	"KOENIG CONSULTING, LLC"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$698.42"
"05/21/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	""	"MILEAGE"	"$537.77"
"03/09/2018"	"PASCHAL ROTH PUBLIC AFFAIRS"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$482.57"
"04/25/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$406.45"
"04/25/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$404.71"
"03/09/2018"	"PASCHAL ROTH PUBLIC AFFAIRS"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$354.96"
"04/25/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$351.86"
"03/19/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"OFFICE EXPENSES"	""	"$253.60"
"03/19/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	""	"MILEAGE"	"$252.80"
"04/25/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	""	"MILEAGE"	"$203.17"
"03/19/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)"	""	"$174.98"
"04/25/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$125.49"
"04/25/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"POSTAGE, DELIVERY AND MESSENGER SERVICES"	""	"$29.58"
"04/25/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"OFFICE EXPENSES"	""	"$28.35"
"05/21/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"STAFF/SPOUSE TRAVEL, LODGING AND MEALS"	""	"$20.00"
