"DATE"	"PAYEE"	"EXPENDITURE CODE"	"DESCRIPTION"	"AMOUNT"
"03/20/2018"	"NIELSEN MERKSAMER PARRINELLO GROSS & LEONI LLP"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	"STEVEN S. LUCAS, COMMITTEE TREASURER, IS A PARTNER OF PAYEE"	"$14,616.69"
"01/08/2018"	"NIELSEN MERKSAMER PARRINELLO GROSS & LEONI LLP"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	"STEVEN S. LUCAS, COMMITTEE TREASURER, IS A PARTNER OF PAYEE"	"$13,589.12"
"01/11/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$11,223.46"
"04/18/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$11,223.46"
"02/27/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$11,223.46"
"02/06/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$11,223.46"
"12/15/2017"	"NIELSEN MERKSAMER PARRINELLO GROSS & LEONI LLP"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	"STEVEN S. LUCAS, COMMITTEE TREASURER, IS A PARTNER OF PAYEE"	"$8,911.50"
"06/01/2018"	"AMERICAN VIEWPOINT, INC."	""	"SEE SCHEDULE G"	"$5,925.20"
"06/01/2018"	"LEADERSHIP OPERATIONS FUND"	"CIVIC DONATIONS"	""	"$5,000.00"
"05/21/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$1,716.62"
"05/21/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$1,695.91"
"05/21/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$1,647.00"
"06/01/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$1,590.98"
"01/09/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$1,282.39"
"06/01/2018"	"MERIDIAN PACIFIC, INC."	""	"SEE SCHEDULE G"	"$1,176.00"
"01/08/2018"	"SAN FRANCISCO EDIT"	"CAMPAIGN LITERATURE AND MAILINGS"	""	"$618.00"
