"DATE"	"PAYEE"	"EXPENDITURE CODE"	"DESCRIPTION"	"AMOUNT"
"06/07/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$244.50"
"04/18/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$225.50"
"06/27/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$100.50"
"05/01/2018"	"CALLAHAN PUBLIC AFFAIRS"	""	"REIMBURSED EXPENSES"	"$96.00"
"06/28/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$75.13"
"04/26/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$63.13"
"06/20/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$51.00"
"05/04/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$51.00"
"06/25/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$45.50"
"05/10/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$35.25"
"06/08/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$33.00"
"06/06/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$30.63"
"04/13/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$23.00"
"05/09/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$23.00"
"05/25/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$23.00"
"04/16/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$23.00"
"06/05/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$23.00"
"05/30/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$23.00"
"05/23/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$15.40"
"05/21/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$15.00"
"05/11/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$10.50"
"04/27/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$10.00"
"06/29/2018"	"EFUNDRAISING CONNECTIONS"	""	" 	FUNDRAISING FEE"	"$10.00"
"05/15/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$9.66"
"06/26/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$9.50"
"05/18/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$9.38"
"04/02/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$5.00"
"04/12/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$5.00"
"05/22/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$5.00"
"04/04/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$5.00"
"04/24/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$3.88"
"05/16/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$3.03"
"05/14/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$2.75"
"04/25/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$2.75"
"04/16/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$2.75"
"04/03/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$1.40"
"04/05/2018"	"EFUNDRAISING CONNECTIONS"	""	"FUNDRAISING FEE"	"$1.40"
